id,image_width,image_height,box_count,box_size_avg,box_dist_avg,box_normalized_count,box_normalized_count (above average),box_normalized_count (below average),box_normalized_size_avg,box_normalized_dist_avg,normalization_warp_ratio,box_normalized_plus_dist_avg,d_box_norm_above_size,d_box_norm_below_size,d_box_normalized_points_far_distance,risk_level,risk_level,risk_level
2806,4640,3480,432,24.21977124,4.999953245,207,36,63,24.90869565,4.999953245,0.323529412,18.22367695,4.482384824,3.839079594,2719.698738,2,1,1.5
2807,3264,2448,332,9.81048951,3.898381295,233,30,23,9.533476395,3.898381295,0.185314685,42.36365184,0.527508091,0.492552735,19386.2971,2,2,2
2808,3648,2736,492,26.06009174,2.888992537,356,52,28,23.36952247,2.888992537,0.183486239,14.95378893,2.489655172,2.353027754,3440.66446,3,2,2.5
2809,4608,3456,649,100.3703392,4.528292683,225,52,124,76.50975111,4.528292683,0.438902743,4.512295016,17.51867048,14.19849102,1437.086826,4,3,3.5
2810,5184,3456,362,74.2037037,6.758244275,185,39,46,56.74243243,6.758244275,0.314814815,8.983531158,10.31550633,9.033192006,1116.480264,3,4,3.5
2811,3131,2599,145,139.467931,8.75712704,143,2,0,138.2370629,8.75712704,0.013793103,4.812220895,0,0,0,3,3,3
2812,1832,1242,51,57.38823529,11.78979171,51,0,0,57.38823529,11.78979171,0,14.28508058,0,0,0,2,3,2.5
2813,1000,666,59,31.95084746,5.086830854,50,9,0,26.13,5.086830854,0.152542373,21.89511933,0,0,0,2,2,2
2814,2266,1512,562,10.93799738,1.436299819,225,67,90,9.737013333,1.436299819,0.410994764,21.14569673,1.711864407,1.440768442,10769.19895,3,3,3
2815,3402,2214,2474,11.85155993,0.523540055,2406,11,19,11.8764547,0.523540055,0.012315271,4.432980058,0.081466395,0.080873673,12518.67391,3,4,3.5
2816,2327,727,269,16.93042169,2.702039738,223,16,10,16.46289238,2.702039738,0.104417671,9.150858015,0.640926641,0.619482999,1985.276914,2,3,2.5
2817,3264,2448,469,30.79487179,1.976857143,368,41,20,28.39809783,1.976857143,0.142191142,5.912481283,1.246770601,1.196261771,1636.567808,3,4,3.5
2818,1278,892,133,14.17593985,2.481412029,112,21,0,11.95133929,2.481412029,0.157894737,29.58333868,0,0,0,2,2,2
2819,6000,4000,939,41.07543812,2.081866197,775,125,13,35.53522581,2.081866197,0.151150055,7.193778929,0.484773218,0.478578033,5531.919904,3,4,3.5
2820,1918,1080,43,23.18255814,3.783865818,37,6,0,20.22837838,3.783865818,0.139534884,40.45717241,0,0,0,2,1,1.5
2821,5472,3648,36,198.6573529,53.07770231,33,0,1,201.9772727,53.07770231,0.029411765,10.33978126,3.317142857,3.317142857,0,1,2,1.5
2822,5472,3078,314,54.61546763,4.896350365,227,33,18,51.5969163,4.896350365,0.183453237,5.743783517,3.70472973,3.50415519,974.6099158,3,3,3
2823,3000,1800,38,107.8223684,13.55301285,38,0,0,107.8223684,13.55301285,0,11.96505287,0,0,0,2,2,2
2824,3232,1840,250,6.684761905,4.165952381,173,17,20,6.650289017,4.165952381,0.176190476,59.05415215,0.61673913,0.569866957,11060.0406,2,1,1.5
2825,1920,1080,133,23.56157895,6.817647059,62,14,19,23.45564516,6.817647059,0.347368421,16.73778376,4.407894737,3.811337554,1096.340215,2,2,2
2826,3034,2017,166,45.02439759,6.82746988,164,2,0,44.48689024,6.82746988,0.012048193,8.840984877,0,0,0,2,2,2
2827,6444,4003,2483,18.69716818,0.946564885,2071,157,85,17.99845485,0.946564885,0.104626027,6.055815329,0.552960801,0.534254112,7382.64655,3,3,3
2828,3648,2736,1456,35.04122137,1.71141289,338,113,335,29.63713018,1.71141289,0.569974555,3.461957124,19.19362177,14.7906893,1601.300479,3,4,3.5
2829,1189,1677,32,88.9734375,11.03452002,32,0,0,88.9734375,11.03452002,0,9.768240094,0,0,0,1,2,1.5
2830,4288,2848,955,18.47396607,1.348646617,847,90,6,17.0742621,1.348646617,0.101802757,8.18592704,0.088514226,0.0880508,8483.548784,3,3,3
2831,3730,2835,44,122.3897727,26.44939405,44,0,0,122.3897727,26.44939405,0,16.87024703,0,0,0,2,2,2
2832,3648,2736,76,19.6875,12.84040541,74,2,0,19.41689189,12.84040541,0.026315789,78.81478321,0,0,0,2,1,1.5
2833,5472,3078,1054,25.00220588,2.010407445,975,79,0,23.37607692,2.010407445,0.074952562,7.921231159,0,0,0,3,3,3
2834,4032,3024,339,38.73262434,5.723360656,92,22,75,28.1951087,5.723360656,0.513227513,21.21838711,10.82954545,8.46557388,3798.128953,3,2,2.5
2835,1920,1080,203,27.73192661,5.410526316,44,18,47,20.68977273,5.410526316,0.596330275,15.75546037,14.99858974,11.59989453,1371.229263,3,2,2.5
2836,4608,3456,111,24.35315789,12.02968421,83,4,8,24.30301205,12.02968421,0.126315789,23.49199227,2.029126214,1.901163299,1752.067877,2,1,1.5
2837,4898,3265,1240,35.35087209,1.535628608,798,130,104,32.49642857,1.535628608,0.226744186,4.172987758,2.565933099,2.352795107,3920.129145,4,4,4
2838,3600,2284,185,122.9735401,9.712061728,87,26,24,105.9272989,9.712061728,0.364963504,4.02224752,17.54968944,15.36783616,443.4638142,3,4,3.5
2839,4640,3480,217,38.39094488,9.923693333,58,24,45,28.57758621,9.923693333,0.543307087,46.93340987,5.735755814,4.572745418,3166.370644,2,2,2
2840,4000,3000,159,57.45528455,11.26055072,80,25,18,45.815625,11.26055072,0.349593496,20.78656004,7.887943262,7.04457826,918.6442853,3,3,3
2841,1920,1080,217,22.99421488,4.632478632,46,27,48,18.2173913,4.632478632,0.619834711,13.10145006,7.445266272,5.83269708,1973.229106,2,2,2
2842,2048,730,265,23.28571429,3.861556604,78,31,52,20.23525641,3.861556604,0.51552795,2.404336248,8.575352113,6.925001329,256.2821711,2,3,2.5
2843,3552,2368,206,105.75125,9.304093567,54,23,43,88.475,9.304093567,0.55,7.022141377,35.68251534,28.40743939,622.0021663,3,4,3.5
2844,2000,1125,3131,6.920565558,0.293879001,1856,411,288,5.738803879,0.293879001,0.273581213,5.060362749,0.657984523,0.597671027,7811.908278,3,4,3.5
2845,2000,1333,248,31.03298969,2.62646034,139,28,27,27.66690647,2.62646034,0.283505155,2.917372225,2.491628959,2.230409794,514.9128104,3,3,3
2846,4320,2432,7661,13.27601452,0.250043952,5139,641,627,11.96152948,0.250043952,0.197908538,2.06399397,0.824708558,0.757319502,9531.301751,3,4,3.5
2847,2300,1728,117,77.18539326,9.380357005,65,10,14,79.43692308,9.380357005,0.269662921,6.392130014,7.798543689,6.932038835,360.7996099,3,3,3
2848,1783,1338,14,152.0678571,45.65932274,14,0,0,152.0678571,45.65932274,0,19.49051965,0,0,0,2,2,2
2849,3072,2304,55,41.46363636,18.1311683,55,0,0,41.46363636,18.1311683,0,38.95037355,0,0,0,2,2,2
2850,4608,2592,66,117.7973485,22.28184665,57,9,0,100.4846491,22.28184665,0.136363636,12.44111284,0,0,0,2,3,2.5
2851,3888,2592,65,64.13624615,19.02461538,63,2,0,61.31746032,19.02461538,0.030769231,15.21507958,0,0,0,2,1,1.5
2852,2160,1620,168,30.96407407,4.806635802,59,19,30,29.43474576,4.806635802,0.453703704,13.18227738,6.304347826,5.216097308,1233.700043,2,3,2.5
2853,5312,2988,1632,15.27037377,1.219911211,1608,24,0,15.11343284,1.219911211,0.014705882,7.814333279,0,0,0,3,2,2.5
2854,5154,3498,786,32.01120317,2.629300459,614,34,46,32.34157166,2.629300459,0.115273775,8.62239393,1.441891892,1.359340829,7849.841272,3,3,3
2855,800,532,145,14.53669065,1.621021898,116,20,3,12.63362069,1.621021898,0.165467626,11.10536543,0.267605634,0.263914522,1081.480793,3,3,3
2856,1920,1080,170,47.15,4.527564103,153,2,5,47.04313725,4.527564103,0.04375,6.744646504,1.293939394,1.263493761,374.7515266,2,3,2.5
2857,2047,770,456,13.59439394,1.809067035,221,46,63,11.4341629,1.809067035,0.33030303,13.20611901,3.196437659,2.761834293,2693.729246,3,2,2.5
2858,1920,1377,160,57.25625,5.253235687,74,26,20,50.59459459,5.253235687,0.383333333,2.671784458,7.386428571,6.509290179,218.821422,3,3,3
2859,3240,2160,113,131.5762353,11.655,59,12,14,122.5322034,11.655,0.305882353,6.223733473,13.01717172,11.51962099,610.9554605,3,4,3.5
2860,5472,3078,131,33.28735652,17.47226812,106,1,8,34.816,17.47226812,0.07826087,50.64545931,1.796747967,1.700738534,2199.361368,1,1,1
2861,1828,2500,866,13.75991784,1.004511139,704,141,7,10.06917614,1.004511139,0.17370892,11.4269067,0.113271246,0.112486456,8236.528156,4,4,4
2862,4271,2847,1887,17.09956263,1.256336592,1032,216,213,14.46845736,1.256336592,0.293634497,8.476875213,1.653703704,1.467913992,10325.59875,3,3,3
2863,4500,3000,6169,11.82783205,0.358358262,5633,17,173,11.49613243,0.358358262,0.032629229,1.771254959,0.245997332,0.239138596,7338.838497,3,2,2.5
2864,3648,2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,3675,1785,157,81.80191083,5.930472679,155,2,0,81.0283871,5.930472679,0.012738854,4.194946122,0,0,0,3,3,3
2866,4032,3024,16,201.15,85.63100934,16,0,0,201.15,85.63100934,0,10.44727793,0,0,0,2,2,2
2867,2592,1728,918,17.56041096,1.152026432,538,98,94,16.83094796,1.152026432,0.263013699,6.609658491,1.755218447,1.577402199,6673.901984,3,4,3.5
2868,2044,1533,177,42.18320261,3.894857143,121,20,12,36.72024793,3.894857143,0.209150327,9.241357051,2.564545455,2.405166923,1102.897378,3,4,3.5
2869,2160,1620,47,53.14116279,15.3994186,37,4,2,46.41756757,15.3994186,0.139534884,23.20766992,1.688888889,1.652955083,254.7624139,2,3,2.5
2870,4272,2567,543,74.24881657,3.875345168,434,55,18,68.01630184,3.875345168,0.143984221,5.801700486,2.499285714,2.4210392,2111.738294,3,4,3.5
2871,5341,3067,413,41.63902439,5.596084229,176,48,63,33.809375,5.596084229,0.386759582,5.682159777,6.262714286,5.322548945,1707.699477,3,3,3
2872,4000,3000,221,43.3785906,7.388591954,84,29,36,33.19761905,7.388591954,0.436241611,19.0668872,6.261891892,5.270189556,2455.233782,2,2,2
2873,6000,3774,2264,14.70222538,0.858988588,1868,168,76,13.62392934,0.858988588,0.115530303,4.994661046,0.638139854,0.617000062,5324.043016,3,3,3
2874,3794,1536,1324,22.1483631,0.902207602,696,154,158,20.99647989,0.902207602,0.30952381,4.247627222,3.836106346,3.381220624,4450.983012,4,4,4
2875,2048,1356,158,58.35772059,4.553314634,105,20,11,51.93952381,4.553314634,0.227941176,5.941119299,3.416326531,3.200103332,348.1452797,3,3,3
2876,3264,2448,62,46.30403226,19.10032258,62,0,0,46.30403226,19.10032258,0,39.62397199,0,0,0,2,1,1.5
2877,4640,3480,214,78.32652439,8.596428571,111,28,25,67.74954955,8.596428571,0.323170732,14.3201611,15.0462963,13.3588612,1185.382069,3,3,3
2878,1620,1080,372,48.84139785,1.985480383,371,1,0,48.77291105,1.985480383,0.002688172,3.593998313,0,0,0,3,4,3.5
2879,3456,5184,15,693.3764615,126.0654545,10,2,1,646.4302,126.0654545,0.230769231,33.88156632,19.92857143,19.92857143,20.53196153,1,2,1.5
2880,4936,1871,992,35.10523599,2.321051296,421,100,157,32.39667458,2.321051296,0.379056047,4.688639836,6.436347305,5.424179786,3088.428592,3,4,3.5
2881,5184,2916,2607,12.31407748,0.624463015,2606,1,0,12.30882579,0.624463015,0.000383583,2.998496755,0,0,0,3,3,3
2882,3840,1818,593,50.07279843,2.155821372,349,121,41,42.18424069,2.155821372,0.31702544,2.223143863,3.871376812,3.610238409,1068.770402,3,4,3.5
2883,2128,847,707,23.90908832,1.589918953,177,77,151,20.4180791,1.589918953,0.562962963,5.955731481,4.054856115,3.194561324,1705.660372,3,4,3.5
2884,2464,1632,519,15.29741201,1.49519833,410,55,18,13.36512195,1.49519833,0.151138716,12.19293706,0.522355289,0.505245386,5583.720037,3,4,3.5
2885,2500,1875,26,73.12884615,34.89847137,23,3,0,62.61086957,34.89847137,0.115384615,33.47398704,0,0,0,1,2,1.5
2886,5184,3456,40,276.5829444,41.4,32,2,2,257.6421875,41.4,0.111111111,11.51835172,10,9.75,424.6785088,1,2,1.5
2887,3648,2432,432,39.93936076,4.340671141,232,26,58,33.13556034,4.340671141,0.265822785,14.04755867,4.052272727,3.517597854,2857.740909,3,3,3
2888,5449,3634,1881,32.05543653,1.855810011,357,156,456,26.2289916,1.855810011,0.631578947,8.1678465,10.36073404,7.854549035,4525.20846,3,3,3
2889,3480,4640,174,96.21170455,11.32616279,33,12,43,93.48636364,11.32616279,0.625,14.48707815,24.46183206,18.55725191,949.456232,2,3,2.5
2890,3968,2976,219,100.6676691,9.938956835,71,28,40,82.14014085,9.938956835,0.489208633,13.53614771,30.39162011,24.97941379,696.9653926,2,3,2.5
2891,5472,3648,94,106.8452128,20.28553191,93,1,0,106.194086,20.28553191,0.010638298,19.56764982,0,0,0,2,3,2.5
2892,3264,1236,1928,13.41377339,0.655373795,1801,121,2,12.46488062,0.655373795,0.063929314,3.278059932,0.011422638,0.011416713,7298.855119,3,4,3.5
2893,3840,1396,194,39.45535714,7.684210526,135,20,13,32.99611111,7.684210526,0.196428571,22.57808074,1.658149171,1.555583243,1045.580127,2,3,2.5
2894,4288,2848,480,13.20671729,2.534805825,370,32,26,12.67263514,2.534805825,0.135514019,30.28113288,0.5,0.473958333,9518.367196,2,2,2
2895,2992,2000,125,66.17757009,7.689252336,82,16,9,57.58231707,7.689252336,0.23364486,11.71357687,3.956896552,3.703655172,636.5739833,2,3,2.5
2896,2849,1899,104,45.86176471,9.885343137,90,11,1,41.31888889,9.885343137,0.117647059,25.32329076,0.349514563,0.349514563,1236.629072,3,2,2.5
2897,3000,1718,1992,10.14064748,0.676275084,1698,225,23,8.787661955,0.676275084,0.127440904,6.473131643,0.097993906,0.096911644,12493.69281,3,3,3
2898,3888,2592,350,123.1007937,6.350578512,159,44,49,107.3918239,6.350578512,0.369047619,5.951075921,25.78156146,22.24580446,1154.556321,3,4,3.5
2899,1600,1200,330,24.84384615,2.344,189,36,35,20.5542328,2.344,0.273076923,10.57896737,2.016101695,1.808382126,2148.487932,3,4,3.5
2900,1800,1200,48,83.540625,12.99570652,47,1,0,82.50957447,12.99570652,0.020833333,11.21704137,0,0,0,2,3,2.5
2901,3922,1773,437,43.65781609,3.046938042,432,2,1,43.6068287,3.046938042,0.006896552,5.004168424,0.089449541,0.089449541,1185.252065,2,3,2.5
2902,3648,2736,99,81.9989011,9.126263736,73,14,4,69.48356164,9.126263736,0.197802198,4.723891837,4.674736842,4.53307815,483.1649439,2,2,2
2903,2126,1351,457,33.06021303,2.490469152,299,71,29,27.41906355,2.490469152,0.250626566,9.209208463,2.489602804,2.337066965,2386.679257,3,4,3.5
2904,4256,2832,403,41.91633416,3.628181818,361,39,1,34.84778393,3.628181818,0.099750623,10.26047772,0.09738806,0.09738806,2241.965896,3,3,3
2905,4176,2784,417,25.52508897,5.295854093,144,69,68,21.44166667,5.295854093,0.487544484,26.89389733,5.700429799,4.784533405,7080.311778,2,2,2
2906,5514,3676,913,63.23180761,3.421373825,175,78,220,57.91371429,3.421373825,0.630021142,8.063381971,29.53166234,22.44794487,2296.696444,4,4,4
2907,3264,2448,209,47.26328655,5.688220859,128,24,19,37.8859375,5.688220859,0.251461988,13.09539045,3.848947368,3.517459078,899.6264404,2,2,2
2908,2047,1957,635,33.9080315,1.580184308,604,31,0,32.74048013,1.580184308,0.048818898,4.151910252,0,0,0,3,4,3.5
2909,2500,1875,37,75.27972973,27.25597619,34,3,0,59.80588235,27.25597619,0.081081081,14.22875494,0,0,0,2,2,2
2910,1000,666,113,13.38539823,3.046814159,110,3,0,13.18590909,3.046814159,0.026548673,17.18107623,0,0,0,2,2,2
2911,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,1373,2043,22,155.6222222,30.85266667,14,2,2,142.35,30.85266667,0.222222222,7.030560091,9.585,9.149318182,57.82059515,2,2,2
2913,1079,1845,287,28.82424893,2.964716157,189,17,27,29.08941799,2.964716157,0.188841202,9.355258075,3.756346154,3.416049987,2938.497238,3,4,3.5
2914,2304,1297,277,18.76727413,2.461660079,223,27,9,16.28744395,2.461660079,0.138996139,17.70712039,0.717910448,0.697176572,4473.709562,2,3,2.5
2915,3840,1104,395,10.74022801,3.510709914,220,43,44,9.725454545,3.510709914,0.283387622,33.44442507,0.952991453,0.84924808,4619.719142,2,3,2.5
2916,4272,2848,28,151.9285714,45.83044896,26,2,0,134.175,45.83044896,0.071428571,17.14382623,0,0,0,2,2,2
2917,1600,900,177,30.60436242,3.574630872,111,24,14,27.0027027,3.574630872,0.255033557,9.628460985,1.753067485,1.624311116,1124.343073,3,2,2.5
2918,3888,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,4639,1465,76,46.16666667,25.04119444,42,10,8,41.7,25.04119444,0.3,9.078654289,4.823529412,4.379256966,276.0855486,2,2,2
2920,1077,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921,720,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,4814,2639,703,41.51565012,4.106368039,238,45,140,36.46134454,4.106368039,0.437352246,9.987383985,7.378241563,5.919385834,1963.199776,3,3,3
2923,3864,5152,609,23.70082372,2.943729345,535,71,1,19.71130841,2.943729345,0.118616145,16.27694182,0.026315789,0.026315789,3945.562071,2,2,2
2924,5939,3959,85,114.8540984,21.83403005,36,13,12,104.3166667,21.83403005,0.409836066,12.58827558,23.10136986,20.11178082,550.0052273,2,2,2
2925,1101,1101,281,16.24271255,1.635983402,206,24,17,14.14029126,1.635983402,0.165991903,11.36336941,0.907954545,0.856256066,2221.132357,3,3,3
2926,3253,3456,49,39.6525641,22.42766879,27,7,5,37.16481481,22.42766879,0.307692308,75.45977502,6.727272727,6.178107607,2703.60274,2,1,1.5
2927,4608,3456,5741,16.06938278,0.396378601,5382,59,100,16.14454664,0.396378601,0.028695181,2.263304897,0.260769367,0.25627256,11800.34941,3,4,3.5
2928,2880,1616,218,35.01745283,4.430642857,183,26,3,31.38060109,4.430642857,0.136792453,18.64642581,0.758139535,0.751184126,2693.107045,2,4,3
2929,5760,3840,458,52.17368996,3.145132743,451,7,0,51.70232816,3.145132743,0.015283843,3.7643457,0,0,0,3,3,3
2930,8000,6000,4539,21.34213892,0.790383205,4532,1,2,21.3450684,0.790383205,0.000661521,1.771415942,0.010138858,0.010136625,12618.70444,3,3,3
2931,5632,4224,313,130.5484018,8.565048544,135,37,47,103.92,8.565048544,0.383561644,5.004351492,20.49868421,17.48609803,709.1024211,3,3,3
2932,1920,1080,695,8.629146141,1.655251142,511,55,43,8.049021526,1.655251142,0.16091954,14.95906942,0.849693252,0.798344882,8185.344215,2,2,2
2933,3264,2448,652,16.82016129,2.451735235,157,75,140,16.58630573,2.451735235,0.577956989,9.285306979,7.73046875,6.082408694,3164.048672,3,2,2.5
2934,4021,3000,146,68.83923611,11.03433099,135,8,1,64.70111111,11.03433099,0.0625,10.27962939,0.386206897,0.386206897,1658.9906,2,2,2
2935,1920,1080,59,8.759649123,10.30701754,56,0,1,8.8625,10.30701754,0.01754386,85.45491985,0.120689655,0.120689655,0,2,1,1.5
2936,3000,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,3264,2448,189,43.39453782,8.599285714,60,24,35,40.06166667,8.599285714,0.495798319,15.70996462,13.92954545,11.4237013,1800.906193,2,3,2.5
2938,1920,1080,128,18.59666667,4.409482759,90,26,4,15.83444444,4.409482759,0.25,14.21072303,0.666532258,0.650910408,1680.062938,2,1,1.5
2939,1920,1080,160,27.28561224,5.607142857,55,12,31,22.87818182,5.607142857,0.43877551,12.8163901,5.234108527,4.252713178,704.2137583,2,2,2
2940,2160,1620,95,66.91603774,8.033136792,25,7,21,51.564,8.033136792,0.528301887,12.11920619,62.97837838,49.7197724,466.5866344,2,2,2
2941,2304,1542,562,27.32744565,1.34067658,470,77,5,23.93308511,1.34067658,0.148550725,5.5246744,0.386714542,0.383962126,2484.479211,3,4,3.5
2942,3840,2160,217,137.3570064,11.59411765,103,24,30,131.4553398,11.59411765,0.343949045,10.13813925,23.02219251,19.94549397,698.7222027,3,4,3.5
2943,1920,1080,166,24.3310241,2.852403846,165,1,0,24.2330303,2.852403846,0.006024096,16.4789573,0,0,0,2,3,2.5
2944,2200,1467,47,106.9978723,14.21507049,44,3,0,102.45,14.21507049,0.063829787,8.763440253,0,0,0,2,3,2.5
2945,5632,4224,119,288.8901408,28.28753623,33,14,24,282.9015152,28.28753623,0.535211268,4.938603468,77.02105263,62.13463069,334.8251791,2,3,2.5
2946,2880,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,2592,1936,90,66.93618421,10.53822368,54,15,7,58.89722222,10.53822368,0.289473684,9.840503144,6.271686747,5.853574297,779.4788495,2,3,2.5
2948,2592,1728,244,55.92317073,5.1170625,96,28,40,47.54583333,5.1170625,0.414634146,12.92675968,16.42279412,13.79783932,1073.824264,3,3,3
2949,1920,1280,624,32.25222222,1.415681818,293,70,87,27.21211604,1.415681818,0.348888889,5.921579977,3.861452514,3.329265148,1058.864981,3,4,3.5
2950,2284,1522,446,17.71273885,2.249412685,189,59,66,14.2984127,2.249412685,0.398089172,6.190489836,2.103289474,1.796756254,3326.143165,3,3,3
2951,1920,1080,1718,17.99406077,0.490554545,1092,221,135,16.4532967,0.490554545,0.245856354,1.9194454,1.48385976,1.368122154,2178.361873,4,3,3.5
2952,4320,3240,1284,47.56416016,1.7904,1276,2,2,47.56267633,1.7904,0.003125,3.407883406,0.063182527,0.06313332,4934.790213,3,4,3.5
2953,4896,3265,71,120.0508475,15.91438596,44,9,6,93.72840909,15.91438596,0.254237288,21.67078031,7.631538462,7.094106176,813.4258407,2,3,2.5
2954,1560,1040,206,28.74136905,3.53982684,123,26,19,22.25365854,3.53982684,0.267857143,21.08777863,2.494385027,2.276429054,1413.552341,2,3,2.5
2955,4752,3168,123,36.79102564,12.22692308,104,10,3,33.25576923,12.22692308,0.111111111,26.01455305,0.625,0.614837398,3231.011698,2,2,2
2956,2090,1176,3995,7.28372077,0.199704984,2995,460,180,6.167011686,0.199704984,0.176066025,3.345414404,0.25819135,0.246622826,11298.29742,3,2,2.5
2957,3049,1611,814,32.76681467,2.066740196,314,56,148,25.01050955,2.066740196,0.393822394,9.282638478,5.072447447,4.156415783,3575.394242,3,4,3.5
2958,3223,2148,542,13.43317669,1.196072351,519,8,5,13.37793834,1.196072351,0.02443609,6.437266291,0.108007449,0.107210346,3781.027114,2,1,1.5
2959,2304,1728,31,81,21.93024862,31,0,0,81,21.93024862,0,23.16218425,0,0,0,2,1,1.5
2960,2500,1666,236,32.19815714,4.009565217,64,28,48,28.4265625,4.009565217,0.542857143,10.73539561,7.015691489,5.618498693,1268.00738,3,2,2.5
2961,3229,4843,1895,25.0810347,0.829920085,1758,104,11,20.48961889,0.829920085,0.061398825,5.053566577,0.098726115,0.098205133,5653.97054,3,3,3
2962,5472,3648,482,22.39047222,4.093236994,229,70,61,19.65620087,4.093236994,0.363888889,15.35509932,2.988123515,2.616157933,5723.779417,2,2,2
2963,4608,3072,151,169.3475166,11.73774854,129,22,0,138.475969,11.73774854,0.145695364,10.69300332,0,0,0,2,3,2.5
2964,550,366,63,33.90964912,3.300409357,52,2,3,34.24134615,3.300409357,0.087719298,9.913789612,1.485,1.437857143,561.6979933,2,3,2.5
2965,3663,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,5472,3648,112,148.5892157,15.49757435,87,10,5,137.9218391,15.49757435,0.147058824,10.63553383,11.28504673,10.88200935,859.9761918,2,3,2.5
2967,1600,1067,401,28.36978039,2.355810458,149,33,73,24.42483221,2.355810458,0.415686275,14.16320359,6.624847561,5.435348747,1176.647447,3,4,3.5
2968,2304,1535,50,57.48214286,14.73919958,34,4,4,57.14705882,14.73919958,0.19047619,12.10220881,4.383695652,4.120673913,396.2043331,2,2,2
2969,3840,1017,519,14.23994911,2.718045113,262,68,63,12.81335878,2.718045113,0.333333333,16.55025227,2.004385965,1.764941013,5324.904126,3,2,2.5
2970,2304,1535,31,87.70645161,18.62213678,31,0,0,87.70645161,18.62213678,0,14.81558951,0,0,0,2,1,1.5
2971,5158,3442,24,262.2375,43.04036458,21,3,0,225.45,43.04036458,0.125,20.62842913,0,0,0,2,2,2
2972,4576,2674,1160,36.82023077,1.951346255,295,100,255,32.42813559,1.951346255,0.546153846,3.579234573,13.35248619,10.42875214,3111.674108,3,3,3
2973,4640,3480,63,108.6833962,27.92617925,44,4,5,86.25,27.92617925,0.169811321,13.5552383,6.019827586,5.637616311,642.3040746,2,2,2
2974,2048,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,2808,1872,44,113.8552632,26.72583333,31,4,3,106.1629032,26.72583333,0.184210526,17.42360905,7.540243902,7.197505543,435.4618012,2,2,2
2976,2304,1728,365,19.66628242,2.387583082,309,29,9,18.62912621,2.387583082,0.109510086,12.00553931,0.286516854,0.280237032,5508.360185,2,2,2
2977,1620,1080,301,10.75601375,1.106734317,246,40,5,9.865447154,1.106734317,0.154639175,8.545739219,0.319256757,0.315014142,2603.089719,2,2,2
2978,3000,1996,287,79.45350679,5.584147641,144,44,33,66.84079861,5.584147641,0.34841629,11.0891952,9.992125984,8.878021345,1572.865319,3,4,3.5
2979,2048,1536,850,26.05945045,1.563396226,163,78,203,21.5244908,1.563396226,0.632882883,8.106741182,3.146522411,2.398760615,3525.283743,4,4,4
2980,5760,3840,812,43.75676707,3.379381443,245,96,157,39.58669388,3.379381443,0.508032129,7.987175002,10.10343511,8.162381078,2923.069633,3,3,3
2981,1500,1500,4,283.5,393.2289619,1,0,1,465.75,393.2289619,0.5,79.80159657,155.25,155.25,0,1,1,1
2982,3128,2346,271,23.41638298,3.175597282,192,25,18,18.1296875,3.175597282,0.182978723,13.18592024,1.458498024,1.367005528,3165.45169,2,2,2
2983,4320,2432,293,35.58443223,5.271194047,221,42,10,30.11945701,5.271194047,0.19047619,13.84876986,1.119964664,1.085563019,3036.883509,2,3,2.5
2984,1600,898,630,14.47548413,1.00254386,573,57,0,13.38268761,1.00254386,0.09047619,6.167798313,0,0,0,3,3,3
2985,4000,3000,15,152.8954545,114.4318182,8,1,2,146.44375,114.4318182,0.272727273,38.18419783,12.92307692,12.06153846,155.7473717,1,1,1
2986,5578,3719,2418,27.18612957,0.828990257,2158,245,5,24.90761121,0.828990257,0.103820598,3.685831228,0.054227103,0.054137397,9538.21868,3,4,3.5
2987,1920,1080,118,22.5104386,5.214912281,108,4,2,21.88101852,5.214912281,0.052631579,14.25019608,0.465517241,0.46157218,1672.867782,2,2,2
2988,2847,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,2304,1501,952,21.08014905,1.242651146,494,137,107,16.22945344,1.242651146,0.330623306,5.377414343,3.850887574,3.422112277,1968.145148,3,4,3.5
2990,3264,2448,139,15.80827338,9.671111111,137,2,0,15.66459854,9.671111111,0.014388489,61.76207453,0,0,0,2,1,1.5
2991,5206,3209,100,93.603,16.36818878,100,0,0,93.603,16.36818878,0,13.33169959,0,0,0,2,3,2.5
2992,2048,1363,333,14.77279152,1.641606498,227,31,25,12.91167401,1.641606498,0.197879859,12.6297508,1.578733766,1.464951152,3381.661103,3,4,3.5
2993,3838,1551,565,13.94428858,3.002460463,396,70,33,11.41641414,3.002460463,0.206412826,33.62560421,0.610902256,0.576302482,4747.807912,2,2,2
2994,3840,968,162,72.49839744,8.335714286,118,17,9,68.00391134,8.335714286,0.180555556,16.43605506,2.293112117,2.179872012,1249.596941,2,3,2.5
